Formula,Smiles,EA (eV),IE (eV),Charge,Svg,Task Id,MW,Oxidation Hydrogen,Reduction Hydrogen,Oxidation Lithium,Reduction Lithium,Oxidation Magnesium,Reduction Magnesium,Point Group
H8 C6 O2,COC1=CC=C[C@@H]1O,0.384,3.893,0,Multiple Molecules - Open Babel Depiction                            O O H H H H H H H H,mol-109468,56.063,0.853,-2.656,3.893,0.384,3.223,-0.286,C1
H10 C12 O2,C=CC1=COC=C(c2ccccc2)O1,0.342,3.897,0,H10 C12 O2 - Open Babel Depiction                                   O H H H H H H H H H H O   H10 C12 O2,mol-39356,186.207,0.857,-2.698,3.897,0.342,3.227,-0.328,C1
H10 C8 O2,C=CC1=CCC(=CO1)OC,0.126,3.897,0,H10 C8 O2 - Open Babel Depiction                           H H H H H H H H H H O O   H10 C8 O2,mol-13680,138.164,0.857,-2.914,3.897,0.126,3.227,-0.544,C1
H10 C7 O2,CCC1=COC=C(C1)O,-0.471,3.907,0,H10 C7 O2 - Open Babel Depiction                         H H H H H H H H H H O O   H10 C7 O2,mol-11914,126.153,0.867,-3.511,3.907,-0.471,3.237,-1.141,C1
H40 C23 O5,CC(C)(C)c1cc(c(cc1OCCOC)OCCOCCCOC)C(C)(C)C,-0.465,3.909,0,Multiple Molecules - Open Babel Depiction                                                                            O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-186928,396.561,0.869,-3.505,3.909,-0.465,3.239,-1.135,C1
H8 C6 O2,CC1=COC=C(C1)O,-0.467,3.91,0,H8 C6 O2 - Open Babel Depiction                      O O H H H H H H H H   H8 C6 O2,mol-9700,112.127,0.87,-3.507,3.91,-0.467,3.24,-1.137,C1
H32 C19 O4,CC(C)(C)c1cc(cc(c1C(C)(C)C)OCOC)OCCOC,-0.691,3.912,0,Multiple Molecules - Open Babel Depiction                                                               O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84646,324.455,0.872,-3.731,3.912,-0.691,3.242,-1.361,C1
H28 C17 O3,CC(C)(C)c1cc(c(cc1OC)C(C)(C)C)OCOC,-0.899,3.914,0,Multiple Molecules - Open Babel Depiction                                                        O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-110161,280.402,0.874,-3.939,3.914,-0.899,3.244,-1.569,Cs
H46 C26 O6,CC(C)(C)c1cc(c(cc1OCCOCCCOC)OCCOCCCOC)C(C)(C)C,-0.579,3.916,0,Multiple Molecules - Open Babel Depiction                                                                                      O O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-184031,227.32,0.876,-3.619,3.916,-0.579,3.246,-1.249,C1
H6 C7 O3,C#CC1=COC=C(OC)O1,0.443,3.917,0,H6 C7 O3 - Open Babel Depiction                        O O O H H H H H H   H6 C7 O3,mol-39365,138.121,0.877,-2.597,3.917,0.443,3.247,-0.227,C1
H12 C9 O3,c1(c(ccc(c1)OC)OC)OC,-0.822,3.919,0,Multiple Molecules - Open Babel Depiction                                O O O H H H H H H H H H H H H,mol-42464,56.063,0.879,-3.862,3.919,-0.822,3.249,-1.492,C1
H12 C12 O2,COC1=COC=C(C1)c1ccccc1,0.113,3.919,0,H12 C12 O2 - Open Babel Depiction                                    O H H H H H H H H H H H H O   H12 C12 O2,mol-12745,188.222,0.879,-2.927,3.919,0.113,3.249,-0.557,C1
H8 C6 O2,CCC1=COC=CO1,-0.505,3.919,0,H8 C6 O2 - Open Babel Depiction                      O O H H H H H H H H   H8 C6 O2,mol-39274,112.127,0.879,-3.545,3.919,-0.505,3.249,-1.175,C1
H28 C18 O2,CC(C)(C)c1c2CCCCc2c(c(c1O)O)C(C)(C)C,-0.25,3.922,0,Multiple Molecules - Open Babel Depiction                                                         O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-119188,138.207,0.882,-3.29,3.922,-0.25,3.252,-0.92,C1
H38 C22 O5,CC(C)(C)c1cc(c(c(c1)OCCOCCCOC)OCOC)C(C)(C)C,,3.923,0,Multiple Molecules - Open Babel Depiction                                                                         O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-186907,382.534,0.883,,3.923,,3.253,,C1
H8 C7 O2,C=CC1=COC=C(C1)O,0.166,3.924,0,H8 C7 O2 - Open Babel Depiction                        O H H H H H H H H O   H8 C7 O2,mol-13195,124.137,0.884,-2.874,3.924,0.166,3.254,-0.504,C1
H10 C7 O2,CCC1=CCC(=CO1)O,-0.898,3.925,0,H10 C7 O2 - Open Babel Depiction                         H H H H H H H H H H O O   H10 C7 O2,mol-11928,126.153,0.885,-3.938,3.925,-0.898,3.255,-1.568,C1
H6 C7 O3,C#CC1=COC(=CO1)OC,0.454,3.927,0,H6 C7 O3 - Open Babel Depiction                        O O O H H H H H H   H6 C7 O3,mol-39362,138.121,0.887,-2.586,3.927,0.454,3.257,-0.216,C1
H6 C5 O2,CC1=COC=CO1,-0.476,3.927,0,H6 C5 O2 - Open Babel Depiction                   O O H H H H H H   H6 C5 O2,mol-39175,98.1,0.887,-3.516,3.927,-0.476,3.257,-1.146,Cs
H12 C10 O4,C1CCc2c(C1)c(c(c(c2O)O)O)O,-0.352,3.93,0,Multiple Molecules - Open Babel Depiction                                   O O O O H H H H H H H H H H H H,mol-116587,98.1,0.89,-3.392,3.93,-0.352,3.26,-1.022,C1
H24 C15 O2,C(C)(C)(C)c1c(O)c(C(C)(C)C)cc(c1)OC,-0.643,3.931,0,Multiple Molecules - Open Babel Depiction                                                 O O H H H H H H H H H H H H H H H H H H H H H H H H,mol-23454,236.35,0.891,-3.683,3.931,-0.643,3.261,-1.313,C1
H12 C12 O2,c12c(ccc(c2)OC)cccc1OC,0.203,3.933,0,Multiple Molecules - Open Babel Depiction                                     O O H H H H H H H H H H H H,mol-40796,94.111,0.893,-2.837,3.933,0.203,3.263,-0.467,Cs
H10 C7 O3,COC1=COC(=CC1)OC,-1.015,3.934,0,H10 C7 O3 - Open Babel Depiction                          H H H H H H H H H H O O O   H10 C7 O3,mol-12071,142.153,0.894,-4.055,3.934,-1.015,3.264,-1.685,C1
H8 C6 O3,COC1=COC(=CC1)O,-0.458,3.943,0,H8 C6 O3 - Open Babel Depiction                       O H H H H H H H H O O   H8 C6 O3,mol-9770,128.126,0.903,-3.498,3.943,-0.458,3.273,-1.128,C1
H10 C11 O2,c1ccc(cc1)C1=COC=C(C1)O,0.132,3.946,0,H10 C11 O2 - Open Babel Depiction                                 O H H H H H H H H H H O   H10 C11 O2,mol-12892,174.196,0.906,-2.908,3.946,0.132,3.276,-0.538,C1
H12 C8 O2,CCC1=COC(=CC1)OC,-0.806,3.948,0,H12 C8 O2 - Open Babel Depiction                            H H H H H H H H H H H H O O   H12 C8 O2,mol-6470,140.18,0.908,-3.846,3.948,-0.806,3.278,-1.476,C1
H8 C7 O1,C=C[C@H]1C=CC=C1O,-0.165,3.948,0,Multiple Molecules - Open Babel Depiction                        O H H H H H H H H,mol-109638,108.138,0.908,-3.205,3.948,-0.165,3.278,-0.835,C1
H10 C7 O2,CC1=CCC=C(OC)O1,-0.874,3.948,0,H10 C7 O2 - Open Babel Depiction                         H H H H H H H H H H O O   H10 C7 O2,mol-12040,126.153,0.908,-3.914,3.948,-0.874,3.278,-1.544,C1
H30 C18 O3,CC(C)(C)c1cc(c(cc1OC)OCCOC)C(C)(C)C,,3.95,0,Multiple Molecules - Open Babel Depiction                                                           O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-85068,98.143,0.91,2257.847,3.95,2260.887,3.28,2260.217,C1
H12 C9 O2,c1(c(c(cc(c1C)O)C)O)C,-0.795,3.951,0,Multiple Molecules - Open Babel Depiction                               O O H H H H H H H H H H H H,mol-44225,152.19,0.911,-3.835,3.951,-0.795,3.281,-1.465,Cs
H10 C11 O1,c1ccc(cc1)[C@H]1C=CC=C1O,-0.187,3.953,0,Multiple Molecules - Open Babel Depiction                                 O H H H H H H H H H H,mol-89709,158.197,0.913,-3.227,3.953,-0.187,3.283,-0.857,C1
H10 C7 O2,CC1=COC(=CC1)OC,-1.021,3.953,0,H10 C7 O2 - Open Babel Depiction                         H H H H H H H H H H O O   H10 C7 O2,mol-12044,126.153,0.913,-4.061,3.953,-1.021,3.283,-1.691,C1
H8 C6 O3,COC1=CCC(=CO1)O,-0.481,3.955,0,H8 C6 O3 - Open Babel Depiction                       O H H H H H H H H O O   H8 C6 O3,mol-9798,128.126,0.915,-3.521,3.955,-0.481,3.285,-1.151,C1
H28 C17 O3,CC(C)(C)c1cc(c(c(c1)OCOC)OC)C(C)(C)C,-0.848,3.957,0,Multiple Molecules - Open Babel Depiction                                                        O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-110519,280.402,0.917,-3.888,3.957,-0.848,3.287,-1.518,C1
H30 C18 O3,CC(C)(C)c1cc(cc(c1C(C)(C)C)OCCOC)OC,-0.4,3.958,0,Multiple Molecules - Open Babel Depiction                                                           O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84591,98.143,0.918,-3.44,3.958,-0.4,3.288,-1.07,C1
H8 C8 O1,C#C[C@H]1C=CC=C1OC,0.049,3.96,0,Multiple Molecules - Open Babel Depiction                               O H H H H H H H H,mol-101429,120.149,0.92,-2.991,3.96,0.049,3.29,-0.621,C1
H32 C19 O4,CC(C)(C)c1cc(c(cc1OC)OCOCCOC)C(C)(C)C,-0.903,3.964,0,Multiple Molecules - Open Babel Depiction                                                               O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-85094,324.455,0.924,-3.943,3.964,-0.903,3.294,-1.573,C1
H34 C20 O4,CC(C)(C)c1cc(cc(c1C(C)(C)C)OCCOC)OCCOC,-0.376,3.972,0,Multiple Molecules - Open Babel Depiction                                                                  O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84578,169.241,0.932,-3.416,3.972,-0.376,3.302,-1.046,C1
H10 C10 O2,C(=C\C)/c1cc2c(cc1)OCO2,0.049,3.972,0,Multiple Molecules - Open Babel Depiction                                O O H H H H H H H H H H,mol-25566,81.093,0.932,-2.991,3.972,0.049,3.302,-0.621,C1
H4 C6 O3,C#CC1=COC=C(O)O1,0.493,3.972,0,H4 C6 O3 - Open Babel Depiction                     O O O H H H H   H4 C6 O3,mol-39226,124.094,0.932,-2.547,3.972,0.493,3.302,-0.177,Cs
H20 C15 O5,CC(=O)c1c2CCCCc2c(c(c1O)O)OCCOC,0.763,3.977,0,Multiple Molecules - Open Babel Depiction                                                  O O O O O H H H H H H H H H H H H H H H H H H H H,mol-117337,56.063,0.937,-2.277,3.977,0.763,3.307,0.093,C1
H12 C8 O2,CC[C@@H]1C=COC=C1OC,-0.803,3.977,0,H12 C8 O2 - Open Babel Depiction                            H H H H H H H H H H H H O O   H12 C8 O2,mol-6967,140.18,0.937,-3.843,3.977,-0.803,3.307,-1.473,C1
H8 C8 O2,C#CC1=C(OC)OC=CC1,0.246,3.977,0,H8 C8 O2 - Open Babel Depiction                          O H H H H H H H H O   H8 C8 O2,mol-7713,136.148,0.937,-2.794,3.977,0.246,3.307,-0.424,C1
H24 C17 O6,CC(=O)c1c2CCCCc2c(c(c1O)O)OCCOCCOC,0.769,3.978,0,Multiple Molecules - Open Babel Depiction                                                         O O O O O O H H H H H H H H H H H H H H H H H H H H H H H H,mol-110190,324.369,0.938,-2.271,3.978,0.769,3.308,0.099,C1
H32 C19 O4,CC(C)(C)c1cc(c(c(c1)OC)OCOCCOC)C(C)(C)C,,3.979,0,Multiple Molecules - Open Babel Depiction                                                               O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-85111,324.455,0.939,1647.7,3.979,1650.74,3.309,1650.07,C1
H6 C6 O2,C=CC1=COC=CO1,0.09,3.979,0,H6 C6 O2 - Open Babel Depiction                     O O H H H H H H   H6 C6 O2,mol-39244,110.111,0.939,-2.95,3.979,0.09,3.309,-0.58,Cs
H26 C16 O2,CC(C)(C)c1cc(c(cc1OC)OC)C(C)(C)C,-0.831,3.982,0,Multiple Molecules - Open Babel Depiction                                                    O O H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-118885,125.188,0.942,-3.871,3.982,-0.831,3.312,-1.501,C2v
H8 C8 O2,C=CC1=COC=C(C=C)O1,0.243,3.982,0,H8 C8 O2 - Open Babel Depiction                          O H H H H H H H H O   H8 C8 O2,mol-39378,136.148,0.942,-2.797,3.982,0.243,3.312,-0.427,C2v
H10 C7 O2,C[C@@H]1C=COC=C1OC,-0.825,3.987,0,H10 C7 O2 - Open Babel Depiction                              H H H H H H H H H H O O   H10 C7 O2,mol-12023,126.153,0.947,-3.865,3.987,-0.825,3.317,-1.495,C1
H28 C17 O3,CC(C)(C)c1cc(cc(c1C(C)(C)C)OCOC)OC,-0.312,3.988,0,Multiple Molecules - Open Babel Depiction                                                        O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-174939,280.402,0.948,-3.352,3.988,-0.312,3.318,-0.982,C1
H34 C20 O5,CC(C)(C)c1cc(c(c(c1)OCOC)OCOCCOC)C(C)(C)C,,3.991,0,Multiple Molecules - Open Babel Depiction                                                                   O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-85063,354.481,0.951,1507.232,3.991,1510.272,3.321,1509.602,C1
H34 C20 O4,CC(C)(C)c1cc(c(cc1OCCOC)OCCOC)C(C)(C)C,-0.815,3.994,0,Multiple Molecules - Open Babel Depiction                                                                  O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-85061,169.241,0.954,-3.855,3.994,-0.815,3.324,-1.485,C1
H8 C5 O2,C1(OC=CO1)(C)C,-1.138,3.996,0,Multiple Molecules - Open Babel Depiction                     O O H H H H H H H H,mol-57753,100.116,0.956,-4.178,3.996,-1.138,3.326,-1.808,Cs
H18 C27 O1,C(=C1c2c(C(=O)c3c1cccc3)cccc2)(c1ccccc1)c1ccccc1,1.92,3.998,0,Multiple Molecules - Open Babel Depiction                                                                     O H H H H H H H H H H H H H H H H H H,mol-37286,358.431,0.958,-1.12,3.998,1.92,3.328,1.25,C1
H8 C8 O2,C#CC1=CCC(=CO1)OC,0.408,3.999,0,H8 C8 O2 - Open Babel Depiction                          O H H H H H H H H O   H8 C8 O2,mol-7706,136.148,0.959,-2.632,3.999,0.408,3.329,-0.262,C1
H38 C22 O5,CC(C)(C)c1cc(cc(c1C(C)(C)C)OCOC)OCCOCCCOC,-0.321,4.001,0,Multiple Molecules - Open Babel Depiction                                                                         O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84601,382.534,0.961,-3.361,4.001,-0.321,3.331,-0.991,C1
H8 C7 O3,c1(c(ccc(c1)O)O)OC,-0.5,4.002,0,Multiple Molecules - Open Babel Depiction                          O O O H H H H H H H H,mol-38465,140.137,0.962,-3.54,4.002,-0.5,3.332,-1.17,Cs
H30 C19 O5,CC(C)(C)c1c2CCCCc2c(c(c1O)O)OCCOCCOC,,4.003,0,Multiple Molecules - Open Babel Depiction                                                               O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-83418,338.439,0.963,1112.308,4.003,1115.348,3.333,1114.678,C1
H36 C21 O5,CC(C)(C)c1cc(c(cc1OCCOC)OCOCCOC)C(C)(C)C,-0.621,4.003,0,Multiple Molecules - Open Babel Depiction                                                                      O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84979,368.508,0.963,-3.661,4.003,-0.621,3.333,-1.291,C1
H4 C6 O3,C#CC1=C(O)OC=CO1,0.418,4.004,0,H4 C6 O3 - Open Babel Depiction                     O O O H H H H   H4 C6 O3,mol-39224,124.094,0.964,-2.622,4.004,0.418,3.334,-0.252,C1
H32 C19 O4,CC(C)(C)c1cc(cc(c1C(C)(C)C)OC)OCOCCOC,-0.329,4.008,0,Multiple Molecules - Open Babel Depiction                                                               O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84581,324.455,0.968,-3.369,4.008,-0.329,3.338,-0.999,C1
H12 C12 O2,COC1=CCC=C(c2ccccc2)O1,0.249,4.011,0,H12 C12 O2 - Open Babel Depiction                                    O H H H H H H H H H H H H O   H12 C12 O2,mol-13006,188.222,0.971,-2.791,4.011,0.249,3.341,-0.421,C1
H26 C16 O2,CC(C)(C)c1ccc(c(c1C(C)(C)C)OC)OC,-0.254,4.012,0,Multiple Molecules - Open Babel Depiction                                                    O O H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-110029,125.188,0.972,-3.294,4.012,-0.254,3.342,-0.924,C1
H6 C6 O6,Oc1c(O)c(O)c(c(c1O)O)O,0.059,4.013,0,Multiple Molecules - Open Babel Depiction                          O O O O O O H H H H H H,mol-26942,29.018,0.973,-2.981,4.013,0.059,3.343,-0.611,C1
H16 C21 O1,C(=C1c2c(c3c1cccc3)cccc2)c1ccc(cc1)OC,1.132,4.013,0,Multiple Molecules - Open Babel Depiction                                                        O H H H H H H H H H H H H H H H H,mol-33840,284.351,0.973,-1.908,4.013,1.132,3.343,0.462,C1
H8 C7 O2,C=CC1=CCC(=CO1)O,0.097,4.018,0,H8 C7 O2 - Open Babel Depiction                        O H H H H H H H H O   H8 C7 O2,mol-13204,124.137,0.978,-2.943,4.018,0.097,3.348,-0.573,C1
H24 C16 O2,CCc1c2CCCCc2c(c(c1O)O)C(C)(C)C,-0.355,4.019,0,Multiple Molecules - Open Babel Depiction                                                   O O H H H H H H H H H H H H H H H H H H H H H H H H,mol-117049,124.18,0.979,-3.395,4.019,-0.355,3.349,-1.025,C1
H30 C18 O3,CC(C)(C)c1cc(cc(c1OC)C(C)(C)C)OCCOC,-0.636,4.021,0,Multiple Molecules - Open Babel Depiction                                                           O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84785,98.143,0.981,-3.676,4.021,-0.636,3.351,-1.306,C1
H16 C12 O4,COc1c2CCCCc2c(c(c1O)O)OC,-0.469,4.021,0,Multiple Molecules - Open Babel Depiction                                         O O O O H H H H H H H H H H H H H H H H,mol-116515,56.063,0.981,-3.509,4.021,-0.469,3.351,-1.139,C1
H10 C7 O3,COC1=CCC=C(OC)O1,-1.207,4.022,0,H10 C7 O3 - Open Babel Depiction                          H H H H H H H H H H O O O   H10 C7 O3,mol-12079,142.153,0.982,-4.247,4.022,-1.207,3.352,-1.877,Cs
H22 C15 O2,Cc1c2CCCCc2c(c(c1O)O)C(C)(C)C,-0.357,4.024,0,Multiple Molecules - Open Babel Depiction                                                O O H H H H H H H H H H H H H H H H H H H H H H,mol-117466,234.334,0.984,-3.397,4.024,-0.357,3.354,-1.027,C1
H8 C12 O2,C#CC1=C(c2ccccc2)OC=CO1,0.795,4.025,0,H8 C12 O2 - Open Babel Depiction                                  H H H H H H H H O O   H8 C12 O2,mol-40107,184.191,0.985,-2.245,4.025,0.795,3.355,0.125,C1
H20 C14 O5,COCCOc1c2CCCCc2c(c(c1O)O)OC,-0.459,4.027,0,Multiple Molecules - Open Babel Depiction                                                O O O O O H H H H H H H H H H H H H H H H H H H H,mol-117179,268.306,0.987,-3.499,4.027,-0.459,3.357,-1.129,C1
H10 C8 O2,C=CC1=CCC=C(OC)O1,0.156,4.027,0,H10 C8 O2 - Open Babel Depiction                           H H H H H H H H H H O O   H10 C8 O2,mol-10096,138.164,0.987,-2.884,4.027,0.156,3.357,-0.514,C1
H14 C13 O1,CCC1=COC=C(C1)c1ccccc1,0.102,4.027,0,H14 C13 O1 - Open Babel Depiction                                      H H H H H H H H H H H H H H O   H14 C13 O1,mol-8266,186.25,0.987,-2.938,4.027,0.102,3.357,-0.568,C1
H8 C8 O2,C#CC1=COC=C(C1)OC,0.313,4.028,0,H8 C8 O2 - Open Babel Depiction                          O H H H H H H H H O   H8 C8 O2,mol-7710,136.148,0.988,-2.727,4.028,0.313,3.358,-0.357,C1
H8 C8 O2,C#CC1=C(CC)OC=CO1,0.347,4.029,0,H8 C8 O2 - Open Babel Depiction                          O H H H H H H H H O   H8 C8 O2,mol-39431,136.148,0.989,-2.693,4.029,0.347,3.359,-0.323,C1
H8 C6 O2,CC1=C(O)OC=CC1,-0.502,4.029,0,H8 C6 O2 - Open Babel Depiction                      O O H H H H H H H H   H8 C6 O2,mol-9714,112.127,0.989,-3.542,4.029,-0.502,3.359,-1.172,Cs
H8 C12 O2,C#CC1=COC(=CO1)c1ccccc1,0.394,4.03,0,H8 C12 O2 - Open Babel Depiction                                  H H H H H H H H O O   H8 C12 O2,mol-39403,184.191,0.99,-2.646,4.03,0.394,3.36,-0.276,C1
H26 C16 O2,CC(C)(C)c1cc(c(cc1C(C)(C)C)OC)OC,-0.863,4.031,0,Multiple Molecules - Open Babel Depiction                                                    O O H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-110017,125.188,0.991,-3.903,4.031,-0.863,3.361,-1.533,C1
H10 C6 O1,C(=C)(/C=C/OC)C,0.061,4.032,0,Multiple Molecules - Open Babel Depiction                       O H H H H H H H H H H,mol-43059,98.143,0.992,-2.979,4.032,0.061,3.362,-0.609,C1
H14 C17 O1,c1ccc(cc1)C1=C(c2ccccc2)OC=CC1,0.572,4.032,0,H14 C17 O1 - Open Babel Depiction                                              H H H H H H H H H H H H H H O   H14 C17 O1,mol-8466,234.292,0.992,-2.468,4.032,0.572,3.362,-0.098,C1
H30 C18 O3,CC(C)(C)c1ccc(c(c1C(C)(C)C)OCCOC)OC,-0.272,4.034,0,Multiple Molecules - Open Babel Depiction                                                           O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84575,98.143,0.994,-3.312,4.034,-0.272,3.364,-0.942,C1
H28 C17 O3,CC(C)(C)c1cc(cc(c1C(C)(C)C)OC)OCOC,-0.306,4.036,0,Multiple Molecules - Open Babel Depiction                                                        O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-110121,280.402,0.996,-3.346,4.036,-0.306,3.366,-0.976,C1
H12 C12 O2,COC1=CCC(=CO1)c1ccccc1,0.181,4.036,0,H12 C12 O2 - Open Babel Depiction                                    O H H H H H H H H H H H H O   H12 C12 O2,mol-12899,188.222,0.996,-2.859,4.036,0.181,3.366,-0.489,C1
H12 C8 O2,CC[C@@H]1C=COC(=C1)OC,-0.721,4.036,0,H12 C8 O2 - Open Babel Depiction                                 H H H H H H H H H H H H O O   H12 C8 O2,mol-11477,140.18,0.996,-3.761,4.036,-0.721,3.366,-1.391,C1
H12 C13 O1,C=CC1=COC=C(C1)c1ccccc1,0.404,4.038,0,H12 C13 O1 - Open Babel Depiction                                     O H H H H H H H H H H H H   H12 C13 O1,mol-8006,184.234,0.998,-2.636,4.038,0.404,3.368,-0.266,C1
H24 C20 O1,C(=CO)(c1c(cc(cc1C)C)C)c1c(cc(cc1C)C)C,-0.181,4.039,0,Multiple Molecules - Open Babel Depiction                                                          O H H H H H H H H H H H H H H H H H H H H H H H H,mol-61269,280.404,0.999,-3.221,4.039,-0.181,3.369,-0.851,C1
H16 C12 O2,Cc1c2CCCCc2c(C)c(c1O)O,-0.406,4.039,0,Multiple Molecules - Open Babel Depiction                                       O O H H H H H H H H H H H H H H H H,mol-116428,96.127,0.999,-3.446,4.039,-0.406,3.369,-1.076,C1
